37983,3536,1,RB,1,100,2025-10-31_12-35-32-301594
37985,3537,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
37999,3538,1,TL,1,100,2025-10-31_12-35-27-488150
38001,3539,2,AK,1,100,2689,RD
38001,3540,2,RD,1,100,TL,TU
39819,3827,2,EL,1,100,-19119.000000,-19119.400391
39745,3828,1,T1,1,100,24.668
39760,3829,1,TH,1,100,23.235
39820,3830,3,AX,1,100,-1.076,-1.075,-1.071
39820,3831,3,AY,1,100,0.198,0.196,0.193
39820,3832,3,AZ,1,100,0.005,0.006,0.009
39820,3833,3,GX,1,100,-0.763,-0.519,0.031
39820,3834,3,GY,1,100,-0.366,-0.153,-0.183
39820,3835,3,GZ,1,100,0.427,0.000,0.000
39820,3836,3,MX,1,100,99,98,97
39820,3837,3,MY,1,100,-42,-42,-43
39820,3838,3,MZ,1,100,-1, 0, 0
39885,3839,1,SF,1,100,0.0000
39940,3840,3,PI,1,100,173867,173849,173846
39940,3841,3,PR,1,100,151533,151518,151524
39940,3842,3,PG,1,100,12287,12263,12251
39885,3843,1,EA,1,100,2.902310
39885,3844,1,EL,1,100,-19119.199219
39879,3845,1,T1,1,100,24.750
39893,3846,1,TH,1,100,23.235
39940,3847,3,AX,1,100,-1.073,-1.078,-1.073
39940,3848,3,AY,1,100,0.195,0.192,0.194
39940,3849,3,AZ,1,100,0.009,0.010,0.008
39940,3850,3,GX,1,100,0.031,-0.244,-0.366
39940,3851,3,GY,1,100,-0.275,-0.244,0.000
39940,3852,3,GZ,1,100,0.214,0.153,0.519
39940,3853,3,MX,1,100,97,98,97
39940,3854,3,MY,1,100,-42,-42,-41
39940,3855,3,MZ,1,100, 0, 0, 0
39998,3856,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
40020,3857,2,PI,1,100,173945,173967
40020,3858,2,PR,1,100,151536,151546
40020,3859,2,PG,1,100,12245,12249
40019,3860,2,EA,1,100,2.901106,2.901106
40019,3861,2,EL,1,100,-19119.000000,-19119.000000
40012,3862,1,T1,1,100,24.679
40027,3863,1,TH,1,100,23.184
40020,3864,2,AX,1,100,-1.071,-1.081
40020,3865,2,AY,1,100,0.196,0.199
40020,3866,2,AZ,1,100,0.005,0.010
40020,3867,2,GX,1,100,-0.397,-0.580
40020,3868,2,GY,1,100,-0.214,-0.183
40020,3869,2,GZ,1,100,0.366,0.824
40020,3870,2,MX,1,100,98,98
40020,3871,2,MY,1,100,-42,-43
40020,3872,2,MZ,1,100,-1, 0
40140,3873,3,PI,1,100,173941,173963,174048
40140,3874,3,PR,1,100,151514,151541,151553
40140,3875,3,PG,1,100,12242,12226,12249
40085,3876,1,EA,1,100,2.901106
40085,3877,1,EL,1,100,-19119.000000
40145,3878,1,T1,1,100,24.790
40126,3879,3,AX,1,100,-1.080,-1.074,-1.072
40126,3880,3,AY,1,100,0.199,0.194,0.197
40126,3881,3,AZ,1,100,0.008,0.009,0.013
40126,3882,3,GX,1,100,-0.641,-0.122,-0.427
40126,3883,3,GY,1,100,0.061,0.061,0.031
40126,3884,3,GZ,1,100,0.671,0.336,0.427
40126,3885,3,MX,1,100,98,98,97
40126,3886,3,MY,1,100,-40,-41,-42
40126,3887,3,MZ,1,100,-1,-1, 0
40199,3888,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
40180,3889,1,BI,1,100,800
40180,3890,1,HR,1,100,71.77
40219,3891,1,SF,1,100,0.0000
40220,3892,2,PI,1,100,174103,174194
40220,3893,2,PR,1,100,151558,151553
40220,3894,2,PG,1,100,12224,12244
40219,3895,2,EA,1,100,2.901106,2.901106
40219,3896,2,EL,1,100,-19119.000000,-19119.000000
40160,3897,1,TH,1,100,23.191
40246,3898,3,AX,1,100,-1.080,-1.073,-1.067
40246,3899,3,AY,1,100,0.197,0.200,0.193
40246,3900,3,AZ,1,100,0.008,0.007,0.005
40246,3901,3,GX,1,100,-0.610,-0.427,-0.458
40246,3902,3,GY,1,100,0.183,0.244,0.153
40246,3903,3,GZ,1,100,0.000,0.153,0.031
40246,3904,3,MX,1,100,97,97,98
40246,3905,3,MY,1,100,-42,-43,-41
40246,3906,3,MZ,1,100, 0,-1, 0
40340,3907,3,PI,1,100,174232,174268,174322
40340,3908,3,PR,1,100,151573,151579,151590
40340,3909,3,PG,1,100,12238,12249,12250
40285,3910,1,EA,1,100,2.901106
40285,3911,1,EL,1,100,-19119.000000
40279,3912,1,T1,1,100,24.767
40293,3913,1,TH,1,100,23.259
40326,3914,2,AX,1,100,-1.072,-1.078
40326,3915,2,AY,1,100,0.202,0.198
40326,3916,2,AZ,1,100,0.002,0.013
40326,3917,2,GX,1,100,-0.275,-0.031
40326,3918,2,GY,1,100,-0.092,-0.122
40326,3919,2,GZ,1,100,0.122,0.427
40326,3920,2,MX,1,100,98,97
40326,3921,2,MY,1,100,-43,-41
40326,3922,2,MZ,1,100,-1, 0
40400,3923,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
40420,3924,2,PI,1,100,174362,174434
40420,3925,2,PR,1,100,151620,151618
40420,3926,2,PG,1,100,12252,12257
40419,3927,2,EA,1,100,2.901106,2.901106
40419,3928,2,EL,1,100,-19119.000000,-19119.000000
40412,3929,1,T1,1,100,24.758
40427,3930,1,TH,1,100,23.259
40446,3931,3,AX,1,100,-1.078,-1.068,-1.076
40446,3932,3,AY,1,100,0.194,0.193,0.198
40446,3933,3,AZ,1,100,0.010,0.007,0.007
40446,3934,3,GX,1,100,0.061,0.092,-0.153
40446,3935,3,GY,1,100,-0.183,-0.183,-0.244
40446,3936,3,GZ,1,100,0.061,0.061,0.122
40446,3937,3,MX,1,100,98,97,97
40446,3938,3,MY,1,100,-42,-42,-41
40446,3939,3,MZ,1,100, 0,-1, 0
40540,3940,3,PI,1,100,174497,174582,174521
40540,3941,3,PR,1,100,151633,151629,151631
40540,3942,3,PG,1,100,12258,12257,12261
40485,3943,1,EA,1,100,2.901106
40485,3944,1,EL,1,100,-19119.000000
40545,3945,1,T1,1,100,24.789
40526,3946,2,AX,1,100,-1.082,-1.074
40526,3947,2,AY,1,100,0.198,0.196
40526,3948,2,AZ,1,100,0.016,0.011
40526,3949,2,GX,1,100,-0.336,-0.519
40526,3950,2,GY,1,100,0.092,0.000
40526,3951,2,GZ,1,100,0.275,0.061
40526,3952,2,MX,1,100,98,97
40526,3953,2,MY,1,100,-41,-41
40526,3954,2,MZ,1,100,-1, 0
40601,3955,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
40619,3956,1,SF,1,100,0.0000
40620,3957,2,PI,1,100,174010,173725
40620,3958,2,PR,1,100,151492,151420
40620,3959,2,PG,1,100,12246,12198
40619,3960,2,EA,1,100,2.901106,2.901106
40619,3961,2,EL,1,100,-19119.000000,-19119.000000
40560,3962,1,TH,1,100,23.270
40646,3963,3,AX,1,100,-1.070,-1.074,-1.075
40646,3964,3,AY,1,100,0.197,0.201,0.200
40646,3965,3,AZ,1,100,0.003,0.011,0.008
40646,3966,3,GX,1,100,-0.488,-0.763,-0.488
40646,3967,3,GY,1,100,-0.092,0.153,0.153
40646,3968,3,GZ,1,100,0.031,-0.092,0.122
40646,3969,3,MX,1,100,96,97,97
40646,3970,3,MY,1,100,-43,-41,-43
40646,3971,3,MZ,1,100,-1, 0, 0
40740,3972,3,PI,1,100,173741,173754,173726
40740,3973,3,PR,1,100,151400,151410,151393
40740,3974,3,PG,1,100,12183,12170,12151
40752,3975,2,EA,1,100,2.901106,2.901106
40752,3976,2,EL,1,100,-19119.000000,-19119.000000
40679,3977,1,T1,1,100,24.767
40693,3978,1,TH,1,100,23.270
40726,3979,2,AX,1,100,-1.071,-1.073
40726,3980,2,AY,1,100,0.194,0.195
40726,3981,2,AZ,1,100,0.005,0.008
40726,3982,2,GX,1,100,-0.031,0.000
40726,3983,2,GY,1,100,-0.061,-0.244
40726,3984,2,GZ,1,100,0.244,0.122
40726,3985,2,MX,1,100,98,97
40726,3986,2,MY,1,100,-40,-42
40726,3987,2,MZ,1,100, 0, 0
40802,3988,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
40833,3989,2,PI,1,100,173799,173841
40833,3990,2,PR,1,100,151402,151426
40833,3991,2,PG,1,100,12154,12146
40819,3992,1,EA,1,100,2.901106
40819,3993,1,EL,1,100,-19119.000000
40812,3994,1,T1,1,100,24.722
40827,3995,1,TH,1,100,23.259
40846,3996,3,AX,1,100,-1.075,-1.073,-1.075
40846,3997,3,AY,1,100,0.195,0.195,0.207
40846,3998,3,AZ,1,100,0.014,0.011,0.003
40846,3999,3,GX,1,100,-0.244,-0.122,-0.183
40846,4000,3,GY,1,100,-0.031,-0.244,-0.305
40846,4001,3,GZ,1,100,0.336,0.519,0.427
40846,4002,3,MX,1,100,97,98,97
40846,4003,3,MY,1,100,-41,-41,-42
40846,4004,3,MZ,1,100, 0, 0,-1
40852,4005,1,BV,1,100,4.12
40852,4006,1,B%,1,100,100
40952,4007,1,SF,1,100,0.0000
40953,4008,3,PI,1,100,173844,173844,173903
40953,4009,3,PR,1,100,151426,151386,151434
40953,4010,3,PG,1,100,12146,12130,12127
40952,4011,2,EA,1,100,2.899902,2.901106
40952,4012,2,EL,1,100,-19118.800781,-19119.000000
40945,4013,1,T1,1,100,24.738
40960,4014,1,TH,1,100,23.259
40953,4015,3,AX,1,100,-1.077,-1.071,-1.072
40953,4016,3,AY,1,100,0.198,0.193,0.196
40953,4017,3,AZ,1,100,0.009,0.007,0.009
40953,4018,3,GX,1,100,0.092,0.366,0.000
40953,4019,3,GY,1,100,-0.122,-0.183,-0.275
40953,4020,3,GZ,1,100,0.244,0.153,0.092
40953,4021,3,MX,1,100,97,98,97
40953,4022,3,MY,1,100,-42,-41,-41
40953,4023,3,MZ,1,100, 0, 0, 0
41003,4024,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
40993,4025,1,BI,1,100,800
40993,4026,1,HR,1,100,72.49
41033,4027,2,PI,1,100,173990,174049
41033,4028,2,PR,1,100,151430,151451
41033,4029,2,PG,1,100,12116,12141
41019,4030,1,EA,1,100,2.901106
41019,4031,1,EL,1,100,-19119.000000
41033,4032,2,AX,1,100,-1.082,-1.078
41033,4033,2,AY,1,100,0.199,0.196
41033,4034,2,AZ,1,100,0.012,0.010
41033,4035,2,GX,1,100,-0.275,-0.549
41033,4036,2,GY,1,100,-0.336,-0.122
41033,4037,2,GZ,1,100,-0.061,0.061
41033,4038,2,MX,1,100,97,98
41033,4039,2,MY,1,100,-43,-43
41033,4040,2,MZ,1,100, 0, 0
41153,4041,3,PI,1,100,174102,174140,174173
41153,4042,3,PR,1,100,151439,151458,151469
41153,4043,3,PG,1,100,12127,12142,12133
41152,4044,2,EA,1,100,2.901106,2.901106
41152,4045,2,EL,1,100,-19119.000000,-19119.000000
41078,4046,1,T1,1,100,24.780
41093,4047,1,TH,1,100,23.212
41153,4048,3,AX,1,100,-1.067,-1.079,-1.077
41153,4049,3,AY,1,100,0.197,0.199,0.200
41153,4050,3,AZ,1,100,0.006,0.009,0.006
41153,4051,3,GX,1,100,-0.488,-0.641,-0.275
41153,4052,3,GY,1,100,-0.153,-0.061,0.031
41153,4053,3,GZ,1,100,0.122,0.275,0.366
41153,4054,3,MX,1,100,98,97,97
41153,4055,3,MY,1,100,-43,-42,-42
41153,4056,3,MZ,1,100,-1,-1,-1
41204,4057,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
41219,4058,1,SF,1,100,0.0000
41233,4059,2,PI,1,100,174226,174275
41233,4060,2,PR,1,100,151467,151498
41233,4061,2,PG,1,100,12134,12135
41219,4062,1,EA,1,100,2.901106
41219,4063,1,EL,1,100,-19119.000000
41212,4064,1,T1,1,100,24.834
41227,4065,1,TH,1,100,23.212
41233,4066,2,AX,1,100,-1.070,-1.074
41233,4067,2,AY,1,100,0.200,0.200
41233,4068,2,AZ,1,100,0.010,0.007
41233,4069,2,GX,1,100,-0.214,-0.214
41233,4070,2,GY,1,100,-0.092,-0.244
41233,4071,2,GZ,1,100,0.122,-0.031
41233,4072,2,MX,1,100,98,98
41233,4073,2,MY,1,100,-42,-43
41233,4074,2,MZ,1,100,-1, 0
41353,4075,3,PI,1,100,174340,174446,174385
41353,4076,3,PR,1,100,151504,151515,151486
41353,4077,3,PG,1,100,12133,12157,12152
41352,4078,2,EA,1,100,2.901106,2.901106
41352,4079,2,EL,1,100,-19119.000000,-19119.000000
41345,4080,1,T1,1,100,24.680
41360,4081,1,TH,1,100,23.146
41353,4082,3,AX,1,100,-1.081,-1.073,-1.071
41353,4083,3,AY,1,100,0.197,0.192,0.198
41353,4084,3,AZ,1,100,0.012,0.009,0.004
41353,4085,3,GX,1,100,0.153,-0.275,-0.397
41353,4086,3,GY,1,100,0.000,0.061,-0.397
41353,4087,3,GZ,1,100,0.305,0.458,-0.061
41353,4088,3,MX,1,100,97,97,97
41353,4089,3,MY,1,100,-42,-42,-43
41353,4090,3,MZ,1,100,-1,-1,-1
41407,4091,4,EM,1,100,RS,RB,2025-10-31_12-35-32-301594.csv,PS,MN
41433,4092,2,PI,1,100,173894,173639
41433,4093,2,PR,1,100,151374,151282
41433,4094,2,PG,1,100,12123,12091
41419,4095,1,EA,1,100,2.901106
41419,4096,1,EL,1,100,-19119.000000
41433,4097,2,AX,1,100,-1.079,-1.074
41433,4098,2,AY,1,100,0.200,0.201
